"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Manitoba","2016A000246","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300592","8.3.6","109536","","","","0"
"2005","Manitoba","2016A000246","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300593","8.3.7","109536","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300594","9.1.1","20020456","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300596","9.1.2","4664826","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300597","9.1.3","4572910","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300598","9.1.5","91916","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300599","9.1.6","15355630","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300600","9.1.7","14109273","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300601","9.1.9","4957","","","","0"
"2005","Saskatchewan","2016A000247","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300595","9.1.10","1241400","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300602","9.2.1","19460443","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300604","9.2.2","4664826","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300605","9.2.3","4572910","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300606","9.2.5","91916","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300607","9.2.6","14795617","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300608","9.2.7","13553679","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300609","9.2.9","538","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300603","9.2.10","1241400","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300610","9.3.1","560013","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300611","9.3.6","560013","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300612","9.3.7","555594","","","","0"
"2005","Saskatchewan","2016A000247","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300613","9.3.9","4419","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300374","10.1.1","63738176","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300376","10.1.2","3080043","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300377","10.1.3","2241937","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300378","10.1.5","838106","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300379","10.1.6","60658133","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300380","10.1.7","48794611","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300381","10.1.9","286141","","","","0"
"2005","Alberta","2016A000248","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300375","10.1.10","11577381","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300382","10.2.1","57308358","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300384","10.2.2","3078923","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300385","10.2.3","2241937","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300386","10.2.5","836986","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300387","10.2.6","54229435","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300388","10.2.7","45100877","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300389","10.2.9","269536","","","","0"
"2005","Alberta","2016A000248","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300383","10.2.10","8859022","","","","0"
"2005","Alberta","2016A000248","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300390","10.3.1","6429818","","","","0"
"2005","Alberta","2016A000248","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300392","10.3.2","1120","","","","0"
"2005","Alberta","2016A000248","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v52300393","10.3.5","1120","","","","0"
"2005","Alberta","2016A000248","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300394","10.3.6","6428698","","","","0"
"2005","Alberta","2016A000248","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300395","10.3.7","3693734","","","","0"
"2005","Alberta","2016A000248","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300396","10.3.9","16605","","","","0"
"2005","Alberta","2016A000248","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v52300391","10.3.10","2718359","","","","0"
"2005","British Columbia","2016A000259","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300397","11.1.1","67773670","","","","0"
"2005","British Columbia","2016A000259","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300399","11.1.2","60327016","","","","0"
"2005","British Columbia","2016A000259","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300400","11.1.3","60327016","","","","0"
"2005","British Columbia","2016A000259","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300401","11.1.6","7446654","","","","0"
"2005","British Columbia","2016A000259","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300402","11.1.7","4997405","","","","0"
"2005","British Columbia","2016A000259","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300403","11.1.9","101639","","","","0"
"2005","British Columbia","2016A000259","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300398","11.1.10","2347610","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300404","11.2.1","54129025","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300406","11.2.2","50305334","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300407","11.2.3","50305334","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300408","11.2.6","3823691","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300409","11.2.7","1413929","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300410","11.2.9","62152","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300405","11.2.10","2347610","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300411","11.3.1","13644645","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300412","11.3.2","10021682","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300413","11.3.3","10021682","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300414","11.3.6","3622963","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300415","11.3.7","3583476","","","","0"
"2005","British Columbia","2016A000259","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300416","11.3.9","39487","","","","0"
"2005","Yukon","2016A000260","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300417","12.1.1","343749","","","","0"
"2005","Yukon","2016A000260","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300418","12.1.2","321333","","","","0"
"2005","Yukon","2016A000260","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300419","12.1.3","320443","","","","0"
"2005","Yukon","2016A000260","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300420","12.1.5","890","","","","0"
